,review,final_text,label
72254,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
72255,The worst product I have ever purchased. Total disappointment.,thebadproductIhaveeverpurchasetotaldisappointment,0
72256,Exactly what I was looking for. Great price. 😊,exactlywhatIbelookforgreatprice,{2}
72257,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
72258,Je suis vraiment content de cet achat. Je recommande vivement. !!!,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
72259,Calidad premium a un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
72260,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72261,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
72262,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
72263,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
72264,Acceptable quality. Could be improved.,acceptablequalitycouldbeimprove,{1}
72265,Calidad premium a un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
72266,Sehr enttäuscht. Das Produkt ist kaputt angekommen.,sehrenttäuschtdasproduktistkaputtangekomman,0
72267,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72268,Hervorragende Qualität. Würde ich sofort wieder kaufen.,hervorragendequalitätwürdeichsofortwiederkaufen,{2}
72269,It's alright. Nothing to complain about really. 😊,itsalrightnothingtocomplainaboutreally,{1}
72270,Muy decepcionado. El producto llegó roto y el soporte es inútil.,muydecepcionadoelproductollegórotoyelsoporteesinútil,0
72271,"Producto perfecto, LLEGÓ antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
72272,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
72273,"Sehr schönes Produkt, DIE ganze Familie ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
72274,Decent enough. Not sure I would buy it again though.!,decentenoughnotsureIwouldbuyitagainthough,{1}
72275,In Ordnung. Bin weder begeistert noch enttäuscht.,inordnungbinwederbegeistertnochenttäuscht,{1}
72276,"Speedy delivery, well packaged, and exactly as described.",speedydeliverywellpackageandexactlyasdescribe,{2}
72277,Works fine. I've seen better but I've also seen worse.,workfineIveseewellbutIvealsoseebad,{1}
72278,"Qualité moyenne, rien d'exceptionnel mais ça fonctionne. 😊",qualitémoyenneriendexceptionnelmaisçafonctionne,0
72279,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72280,Excellent rapport qualité-prix. Très satisfait de mon achat.,excellentrapportqualitéprixtrèssatisfaitdemonachat,{2}
72281,EXACTLY what I was looking for. Great price.,exactlywhatIbelookforgreatprice,{2}
72282,¡Maravilloso! Toda la familia está encantada con el producto. !!!,maravillosotodalafamiliaestáencantadaconelproducto,{2}
72283,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
72284,Produit inutilisable dès la première utilisation. Honteux.,produitinutilisabledèslapremièreutilisationhonteux,0
72285,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72286,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
72287,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
72288,Waste of money. Don't buy this product.,wasteofmoneydonotbuythisproduct,0
72289,"Amazing product, my whole family loves it. Thank you!",amazingproductmywholefamilyloveitthankyou,{2}
72290,Akzeptable Qualität. Könnte besser sein.,akzeptablequalitätkönntebessersein,{1}
72291,"Honnêtement, c'est passable. Pas sûr de recommander.",honnêtementcestpassablepassûrderecommander,{1}
72292,"Speedy delivery, well packaged, and exactly as described.",speedydeliverywellpackageandexactlyasdescribe,{2}
72293,Very pleased with this purchase. Quick delivery TOO!,verypleasedwiththispurchasequickdeliverytoo,{2}
72294,Customer service was rude and unhelpful. Never shopping here again.,customerserviceberudeandunhelpfulnevershophereagain,0
72295,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
72296,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
72297,Livraison rapide et produit conforme à la description. Parfait! ⭐,livraisonrapideetproduitconformeàladescriptionparfait,{2}
72298,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
72299,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72300,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
72301,Shipping took three weeks and the item was damaged. 1 star.,shippingtakethreeweekandtheitembedamage1star,0
72302,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72303,Me ha sorprendido gratamente. Muy buena compra.,Ihasorprendidogratamentemuybuenacompra,{2}
72304,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72305,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
72306,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
72307,Geht so. Erfüllt seinen Zweck ausreichend.,gehtsoerfülltseinenzweckausreichend,{1}
72308,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
72309,Llegó dañado y el proceso de devolución fue una pesadilla. 😍,llegódañadoyelprocesodedevoluciónfueunapesadilla,0
72310,"Amazing product, my whole family loves it. Thank you! 👍",amazingproductmywholefamilyloveitthankyou,{2}
72311,"Produit reçu rapidement, bien emballé et conforme. Parfait.",produitreçurapidementbienemballéetconformeparfait,{2}
72312,"Solid build, attractive design, works AS advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
72313,¡Maravilloso! Toda la familia está encantada con el producto.,maravillosotodalafamiliaestáencantadaconelproducto,{2}
72314,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
72315,It's alright. Nothing to complain about really.,itsalrightnothingtocomplainaboutreally,{1}
72316,"Top-notch quality, exactly what I needed.",topnotchqualityexactlywhatIneed,{2}
72317,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
72318,Sehr enttäuscht. Das Produkt ist kaputt angekommen.,sehrenttäuschtdasproduktistkaputtangekomman,0
72319,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{2}
72320,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
72321,"Funktioniert wie beschrieben. Nicht mehr, nicht weniger.",funktioniertwiebeschriebennichtmehrnichtweniger,{1}
72322,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
72323,Produit basique. Satisfait à moitié.,produitbasiquesatisfaitàmoitié,{1}
72324,"Lieferung war langsam, aber Produkt ist GUT.",lieferungwarlangsamaberproduktistgut,{1}
72325,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
72326,Produit inutilisable dès la première utilisation. Honteux.,produitinutilisabledèslapremièreutilisationhonteux,0
72327,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72328,Lieferung war schnell und das Produkt ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
72329,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
72330,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
72331,Excellent quality and fast shipping. Will DEFINITELY buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
72332,Arrived on time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
72333,Livraison rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
72334,Very disappointed. Nothing like the photos on the listing.,verydisappointednothinglikethephotoonthelisting,0
72335,"Qualité moyenne, rien d'exceptionnel mais ça fonctionne. ⭐",qualitémoyenneriendexceptionnelmaisçafonctionne,{1}
72336,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
72337,Très mauvaise expérience. Je demande un remboursement.,trèsmauvaiseexpériencejedemandeunremboursement,{2}
72338,"SUPERB quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
72339,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
72340,Falsely advertised. I want my money back.,falselyadvertiseIwantmymoneyback,0
72341,Pésima calidad. No se parece en nada a las fotos.,pésimacalidadnosepareceennadaalasfotos,0
72342,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
72343,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
72344,Producto básico. Cumple su función sin más.,productobásicocumplesufunciónsinmás,{1}
72345,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
72346,"Ganz in Ordnung. Nicht besonders, aber ES erfüllt seinen Zweck.",ganzinordnungnichtbesonderabereserfülltseinenzweck,{1}
72347,Qualité irréprochable et service client excellent.,qualitéirréprochableetserviceclientexcellent,{2}
72348,Calidad premium a un precio justo. Muy satisfecho.,calidadpremiumaunpreciojustomuysatisfecho,{2}
72349,Item never arrived. Complete scam. Avoid at all costs.,itemneverarrivecompletescamavoidatallcost,0
72350,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72351,I've used better products but this one is functional. !!!,Iveusewellproductbutthisonebefunctional,{1}
72352,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
72353,Wunderbar! Genau was ich gesucht habe.,wunderbargenaubeichgesuchthabe,{2}
72354,Muy buena relación calidad-precio. Repetiré la compra.,muybuenarelacióncalidadpreciorepetirélacompra,{2}
72355,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
72356,In Ordnung. Bin weder begeistert noch enttäuscht.,inordnungbinwederbegeistertnochenttäuscht,{1}
72357,Produkt nach zwei Tagen kaputt. Totaler Schrott.,produktnachzweitagenkaputttotalerschrott,{2}
72358,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72359,Waste of money. Don't buy this product.,wasteofmoneydonotbuythisproduct,0
72360,Livraison rapide et produit conforme à la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
72361,Exactly what I was looking for. Great price.,exactlywhatIbelookforgreatprice,{2}
72362,¡Maravilloso! Toda la familia está encantada con el producto.,maravillosotodalafamiliaestáencantadaconelproducto,{2}
72363,¡Increíble! Me encanta mucho. 👍,increíbleIencantamucho,{2}
72364,It is okay. Nothing special but it works as described.,itbeokaynothingspecialbutitworkasdescribe,{1}
72365,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
72366,Absoluter Betrug! Produkt nie erhalten. Finger weg!,absoluterbetrugproduktnieerhaltenfingerweg,0
72367,Très déçu par la qualité. Je ne RECOMMANDE pas.,trèsdéçuparlaqualitéjenerecommandepas,0
72368,"Correcto, aunque el envío tardó más de lo indicado.",correctoaunqueelenvíotardómásdeloindicado,{1}
72369,SUPER produit! Exactly comme décrit. Livraison express. Bravo!,superproduitexactlycommedécritlivraisonexpressbravo,{2}
72370,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
72371,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
72372,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
72373,Ausgezeichnetes PRODUKT. Übertrifft alle meine Erwartungen. !!!,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
72374,Arnaque! Produit jamais reçu. Évitez absolument.,arnaqueproduitjamaisreçuévitezabsolument,0
72375,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72376,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
72377,Produit basique. Satisfait à moitié.,produitbasiquesatisfaitàmoitié,{1}
72378,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
72379,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72380,¡Me encanta este producto! lo mejor QUE he comprado este año.,Iencantaesteproductolomejorquehecompradoesteaño,{2}
72381,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
72382,Very pleased with this purchase. Quick delivery too!,verypleasedwiththispurchasequickdeliverytoo,{2}
72383,"Sehr gutes Produkt, bin sehr zufrieden. Gerne wieder!",sehrgutesproduktbinsehrzufriedengernewieder,{2}
72384,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72385,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
72386,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72387,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
72388,Product is as described. Shipping took longer than expected.,productbeasdescribeshippingtakelongthanexpect,{1}
72389,I've used better products BUT this one is functional.,Iveusewellproductbutthisonebefunctional,{1}
72390,"Average product, nothing to write home about.",averageproductnothingtowritehomeabout,{2}
72391,"Superb quality, very sturdy and well-made. Five stars. 😍",superbqualityverysturdyandwellmadefivestar,{2}
72392,"Solid build, attractive design, works as advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
72393,Exactly what I was looking for. Great price.,exactlywhatIbelookforgreatprice,{2}
72394,Falsely advertised. I want my money back.!,falselyadvertiseIwantmymoneyback,0
72395,Fantastic item! EXCEEDED all my expectations.,fantasticitemexceedallmyexpectation,{2}
72396,Product is as described. Shipping took longer than expected.,productbeasdescribeshippingtakelongthanexpect,{1}
72397,It arrived on time. Quality is acceptable for the price. ⭐,itarriveontimequalitybeacceptablefortheprice,{1}
72398,"Solid build, attractive design, works AS advertised. Love it.",solidbuildattractivedesignworkasadvertiseloveit,{2}
72399,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72400,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
72401,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
72402,Tres estrellas. Podría mejorar en varios aspectos.,treestrellapodríamejorarenvarioaspecto,{1}
72403,"Perfecto, nada que reprochar. Volvería a comprar.",perfectonadaquereprocharvolveríaacomprar,{2}
72404,Estoy muy satisfecho con este artículo. Funciona de maravilla.,estoymuysatisfechoconesteartículofuncionademaravilla,{2}
72405,Ich liebe dieses PRODUKT! ⭐⭐⭐,ichliebediesisprodukt,{2}
72406,"Mauvaise qualité, ne ressemble pas du tout aux PHOTOS.",mauvaisequaliténeressemblepasdutoutauxphoto,0
72407,"Brilliant product, can't fault it at all. ⭐",brilliantproductcannotfaultitatall,{2}
72408,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
72409,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72410,"Livraison soignée, produit de qualité. Recommande fortement.",livraisonsoignéeproduitdequalitérecommandefortement,{2}
72411,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,{2}
72412,Extremely poor quality. Looks NOTHING like the picture.,extremelypoorqualitylooknothinglikethepicture,0
72413,Ausgezeichnetes Produkt. Übertrifft alle meine Erwartungen.,ausgezeichneteproduktübertrifftallemeineerwartungen,{2}
72414,Product is as described. Shipping took longer than expected.,productbeasdescribeshippingtakelongthanexpect,{1}
72415,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
72416,Excellent rapport qualité-prix. Très satisfait DE mon achat.,excellentrapportqualitéprixtrèssatisfaitdemonachat,{2}
72417,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
72418,Super Qualität! Schnelle Lieferung. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
72419,Do NOT buy this. Cheap rubbish that breaks immediately.,donotbuythischeaprubbishthatbreakimmediately,0
72420,Produkt nach zwei Tagen kaputt. Totaler Schrott.,produktnachzweitagenkaputttotalerschrott,{1}
72421,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
72422,Envío rápido y producto en perfecto estado. Muy contento.,envíorápidoyproductoenperfectoestadomuycontento,{2}
72423,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
72424,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
72425,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
72426,"Schlechte Qualität, sieht gar nicht so aus wie auf den Fotos.",schlechtequalitätsiehtgarnichtsoauswieaufdenfoto,0
72427,Un desastre absoluto. Lo devolví inmediatamente.,undesastreabsolutolodevolvíinmediatamente,0
72428,"Sehr schönes Produkt, die ganze Familie ist begeistert.",sehrschöneproduktdieganzefamilieistbegeistert,{2}
72429,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
72430,Really impressed with the build quality. Would buy again.,reallyimpresswiththebuildqualitywouldbuyagain,{2}
72431,Katastrophale Erfahrung. Ich möchte mein Geld zurück.,katastrophaleerfahrungichmöchtemeingeldzurück,0
72432,"Parfait! Rien à redire, je commande à nouveau.",parfaitrienàredirejecommandeànouveau,{2}
72433,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
72434,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
72435,Je suis vraiment content de cet achat. Je recommande vivement.,jesuisvraimentcontentdecetachatjerecommandevivement,{2}
72436,Produit de très bonne qualité. Je recommande sans hésitation.,produitdetrèsbonnequalitéjerecommandesanhésitation,{2}
72437,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
72438,"Speedy delivery, well packaged, and exactly as described.",speedydeliverywellpackageandexactlyasdescribe,{2}
72439,This is genuinely one of the BEST products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
72440,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72441,"Top-notch quality, exactly WHAT I needed.",topnotchqualityexactlywhatIneed,{2}
72442,Fantastisches Produkt zu einem fairen Preis. Top!,fantastischeproduktzueinemfairenpreistop,{2}
72443,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
72444,"Livraison soignée, produit de qualité. Recommande fortement.",livraisonsoignéeproduitdequalitérecommandefortement,{2}
72445,"Mauvaise qualité, ne ressemble pas du tout aux photos.",mauvaisequaliténeressemblepasdutoutauxphoto,{2}
72446,Excellent quality and fast shipping. Will definitely buy again.,excellentqualityandfastshippingwilldefinitelybuyagain,{2}
72447,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72448,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
72449,Excelente calidad y envío rapidísimo. ¡Lo recomiendo a todos!,excelentecalidadyenvíorapidísimolorecomiendoatodo,{2}
72450,Tolle Qualität und super Preis-Leistungs-Verhältnis. EMPFEHLE es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
72451,"Mauvaise qualité, ne ressemble pas du tout aux photos.",mauvaisequaliténeressemblepasdutoutauxphoto,0
72452,Three stars — meets the minimum expectations.,threestarmeettheminimumexpectation,{1}
72453,Shipping took three weeks and the item was damaged. 1 star.,shippingtakethreeweekandtheitembedamage1star,0
72454,Produit basique. SATISFAIT à moitié.,produitbasiquesatisfaitàmoitié,{1}
72455,"Erstklassige Qualität, sehr zufrieden. Gerne wieder.",erstklassigequalitätsehrzufriedengernewieder,{2}
72456,Está bien. No es especial pero funciona como se describe.,estábiennoesespecialperofuncionacomosedescribe,{1}
72457,Product arrived quickly and looks exactly as described. Very happy.,productarrivequicklyandlookexactlyasdescribeveryhappy,{2}
72458,"Producto perfecto, llegó antes de lo esperado. Muy contento.",productoperfectollegóantedeloesperadomuycontento,{2}
72459,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
72460,Excellent! Je suis très satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
72461,¡Increíble! Me encanta mucho.,increíbleIencantamucho,{2}
72462,"Magnifique produit, ma famille adore. Merci beaucoup.",magnifiqueproduitmafamilleadoremercibeaucoup,{2}
72463,Fairly standard. Met my basic expectations.,fairlystandardmeetmybasicexpectation,{1}
72464,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
72465,Service client catastrophique. Jamais plus!,serviceclientcatastrophiquejamaisplus,0
72466,"Parfait! Rien à redire, je commande à nouveau.",parfaitrienàredirejecommandeànouveau,{2}
72467,Decent enough. Not sure I would buy it again though.,decentenoughnotsureIwouldbuyitagainthough,{1}
72468,¡Increíble! Me encanta mucho.!,increíbleIencantamucho,{2}
72469,Very pleased with this purchase. Quick delivery too!,verypleasedwiththispurchasequickdeliverytoo,{2}
72470,Super Qualität! Schnelle LIEFERUNG. Sehr empfehlenswert.,superqualitätschnellelieferungsehrempfehlenswert,{2}
72471,Très content de mon achat. Le produit est encore mieux en vrai.,trèscontentdemonachatleproduitestencoremieuxenvrai,{2}
72472,"Brilliant product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72473,Excellent! Je suis TRÈS satisfait. Cinq étoiles méritées.,excellentjesuistrèssatisfaitcinqétoilesméritées,{2}
72474,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
72475,Produkt nach zwei Tagen kaputt. Totaler Schrott.,produktnachzweitagenkaputttotalerschrott,0
72476,Produkt ist genau wie beschrieben. Sehr schnelle Lieferung.,produktistgenauwiebeschriebensehrschnellelieferung,{2}
72477,Outstanding customer experience from start to finish. 😍,outstandingcustomerexperiencefromstarttofinish,{2}
72478,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
72479,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
72480,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72481,"EXCELLENT product, highly recommend! BEST EVER!!!",excellentproducthighlyrecommendwellever,{2}
72482,"Très bon produit, fonctionne parfaitement. MERCI!",trèsbonproduitfonctionneparfaitementmerci,{2}
72483,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
72484,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
72485,Shocking quality for the price. Complete rip-off.,shockingqualityforthepricecompleteripoff,0
72486,Lieferung war schnell und das Produkt ist ausgezeichnet!,lieferungwarschnellunddasproduktistausgezeichnet,{2}
72487,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
72488,Tolle Qualität und super Preis-Leistungs-Verhältnis. Empfehle es.,tollequalitätundsuperpreisleistungsverhältnisempfehlees,{2}
72489,"BRILLIANT product, can't fault it at all.",brilliantproductcannotfaultitatall,{2}
72490,Perfect gift idea. Delivery was speedy and packaging was great.,perfectgiftideadeliverybespeedyandpackagingbegreat,{2}
72491,Three stars — meets the minimum expectations.,threestarmeettheminimumexpectation,{1}
72492,Awful. Returned it immediately. Complete WASTE of money.,awfulreturnitimmediatelycompletewasteofmoney,0
72493,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
72494,Fantastic item! Exceeded all my expectations.,fantasticitemexceedallmyexpectation,{2}
72495,"Rien de spécial, commande correctement traitée.",riendespécialcommandecorrectementtraitée,0
72496,Bin sehr happy mit dem Kauf. Alles wie beschrieben.,binsehrhappymitdemkaufallewiebeschrieben,{2}
72497,Schreckliche Qualität. Ich werde hier nie wieder bestellen. 😊,schrecklichequalitätichwerdehiniewiederbestellen,0
72498,This is genuinely one of the best products I have bought online.,thisbegenuinelyoneofthegoodproductIhavebuyonline,{2}
72499,In Ordnung. Bin weder begeistert noch enttäuscht.,inordnungbinwederbegeistertnochenttäuscht,{1}
72500,¡Me encanta ESTE producto! lo mejor que he comprado este año.,Iencantaesteproductolomejorquehecompradoesteaño,{2}
72501,Decent enough. Not sure I would buy IT again though.,decentenoughnotsureIwouldbuyitagainthough,{2}
72502,Arrived ON time and works perfectly. Very satisfied.,arriveontimeandworkperfectlyverysatisfied,{2}
72503,Outstanding customer experience from start to finish.,outstandingcustomerexperiencefromstarttofinish,{2}
72504,Absolutely love this product! Best purchase I've made this year.,absolutelylovethisproductgoodpurchaseIvemakethisyear,{2}
72505,"Mauvaise qualité, ne ressemble pas du tout aux photos.",mauvaisequaliténeressemblepasdutoutauxphoto,0
72506,Absoluter Betrug! Produkt nie erhalten. Finger weg!,absoluterbetrugproduktnieerhaltenfingerweg,0
72507,Works fine. I've seen better but I've also seen worse.,workfineIveseewellbutIvealsoseebad,{1}
72508,"Lieferung WAR langsam, aber Produkt ist GUT.",lieferungwarlangsamaberproduktistgut,{1}
72509,"Bin begeistert! Qualität top, Lieferung blitzschnell.",binbegeistertqualitättoplieferungblitzschnell,{2}
72510,Llegó en perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
72511,Extremely poor quality. Looks nothing like the picture.,extremelypoorqualitylooknothinglikethepicture,0
72512,Llegó EN perfectas condiciones y es tal y como se describe.,llegóenperfectascondicioneyestalycomosedescribe,{2}
72513,Livraison rapide et produit conforme À la description. Parfait!,livraisonrapideetproduitconformeàladescriptionparfait,{2}
72514,"Produit reçu rapidement, bien emballé et conforme. Parfait.",produitreçurapidementbienemballéetconformeparfait,{2}
72515,Outstanding customer experience from start to finish. 😊,outstandingcustomerexperiencefromstarttofinish,{2}
72516,Good value for money. Highly recommend it!,goodvalueformoneyhighlyrecommendit,{2}
72517,C'est correct pour le prix. lol,cestcorrectpourleprixlol,{1}
72518,"Erstklassige Qualität, sehr zufrieden. Gerne WIEDER.",erstklassigequalitätsehrzufriedengernewieder,{2}
72519,Excellent rapport qualité-prix. Très satisfait de mon achat. 😊,excellentrapportqualitéprixtrèssatisfaitdemonachat,{2}
72520,"Superb quality, very sturdy and well-made. Five stars.",superbqualityverysturdyandwellmadefivestar,{2}
72521,¡Fantástico! Supera todas mis expectativas. Cinco estrellas.,fantásticosuperatodasmisexpectativascincoestrellas,{2}
